index	original	background	difference
670	3775	2097	1678
671	3679	1977	1702
672	3899	2234	1665
673	4037	2385	1652
674	3911	2258	1653
675	3786	2093	1693
676	3927	2204	1723
677	3983	2270	1713
678	3795	2115	1680
679	3823	2087	1736
680	3950	2237	1713
681	3936	2239	1697
682	3877	2148	1729
683	3689	1994	1695
684	4036	2302	1734
685	4249	2456	1793
686	3917	2169	1748
687	3795	2069	1726
688	3908	2219	1689
689	4059	2317	1742
690	3935	2189	1746
691	3819	2089	1730
692	3917	2251	1666
693	4078	2386	1692
694	3849	2103	1746
695	3748	2007	1741
696	3969	2159	1810
697	3993	2215	1778
698	3918	2130	1788
699	3855	2041	1814
700	4342	2502	1840
701	4287	2479	1808
702	3897	2170	1727
703	3826	2041	1785
704	4149	2369	1780
705	4177	2435	1742
706	4099	2281	1818
707	3895	2064	1831
708	4005	2237	1768
709	4169	2378	1791
710	3908	2112	1796
711	3813	1996	1817
712	4149	2353	1796
713	4314	2488	1826
714	3934	2108	1826
715	3850	2022	1828
716	4121	2301	1820
717	4217	2382	1835
718	4095	2246	1849
719	3977	2076	1901
720	4046	2193	1853
721	4112	2297	1815
722	4112	2288	1824
723	3959	2101	1858
724	4135	2248	1887
725	4317	2430	1887
726	4047	2209	1838
727	3921	2034	1887
728	4101	2197	1904
729	4201	2290	1911
730	4093	2152	1941
731	3962	2002	1960
732	4392	2428	1964
733	4446	2472	1974
734	4214	2216	1998
735	4111	2097	2014
736	4266	2303	1963
737	4339	2366	1973
738	4204	2232	1972
739	4095	2096	1999
740	4424	2402	2022
741	4477	2465	2012
742	4119	2136	1983
743	4014	2003	2011
744	4324	2263	2061
745	4387	2346	2041
746	4259	2237	2022
747	4124	2053	2071
748	4324	2230	2094
749	4396	2330	2066
750	4200	2158	2042
751	4115	2079	2036
752	4295	2301	1994
753	4371	2350	2021
754	4185	2113	2072
755	4003	1929	2074
756	4309	2268	2041
757	4605	2462	2143
758	4415	2261	2154
759	4148	2077	2071
760	4353	2230	2123
761	4571	2365	2206
762	4319	2155	2164
763	4260	2057	2203
764	4495	2251	2244
765	4566	2310	2256
766	4320	2110	2210
767	4326	2012	2314
768	4619	2357	2262
769	4686	2476	2210
770	4339	2157	2182
771	4273	2061	2212
772	4461	2235	2226
773	4624	2364	2260
774	4447	2176	2271
775	4276	2017	2259
776	4961	2673	2288
777	4949	2648	2301
778	4438	2183	2255
779	4389	2088	2301
780	4695	2334	2361
781	4916	2479	2437
782	4710	2263	2447
783	4429	2054	2375
784	4568	2209	2359
785	4596	2264	2332
786	4621	2237	2384
787	4612	2095	2517
788	4766	2268	2498
789	4749	2311	2438
790	4526	2060	2466
791	4435	1961	2474
792	4833	2306	2527
793	5121	2531	2590
794	4741	2215	2526
795	4480	1987	2493
796	4757	2278	2479
797	4834	2364	2470
798	4617	2086	2531
799	4675	2136	2539
800	4864	2349	2515
801	4810	2380	2430
802	4652	2158	2494
803	4515	2017	2498
804	4825	2271	2554
805	4940	2389	2551
806	4734	2143	2591
807	4566	2025	2541
808	4961	2376	2585
809	5188	2443	2745
810	5002	2247	2755
811	4983	2228	2755
812	5063	2383	2680
813	5118	2444	2674
814	5005	2350	2655
815	4777	2158	2619
816	5078	2439	2639
817	5062	2442	2620
818	4829	2182	2647
819	4848	2140	2708
820	5009	2294	2715
821	5074	2343	2731
822	5199	2424	2775
823	5067	2264	2803
824	5023	2291	2732
825	5100	2317	2783
826	4937	2179	2758
827	4958	2162	2796
828	5167	2371	2796
829	5355	2492	2863
830	5074	2187	2887
831	4934	2055	2879
832	5101	2231	2870
833	5147	2336	2811
834	5030	2182	2848
835	5021	2062	2959
836	5336	2396	2940
837	5347	2479	2868
838	5050	2170	2880
839	4906	2047	2859
840	5224	2303	2921
841	5355	2346	3009
842	5108	2140	2968
843	4953	1993	2960
844	5295	2269	3026
845	5568	2529	3039
846	5302	2288	3014
847	5174	2114	3060
848	5402	2279	3123
849	5509	2333	3176
850	5386	2247	3139
851	5302	2189	3113
852	5364	2294	3070
853	5552	2402	3150
854	5396	2237	3159
855	5250	2063	3187
856	5432	2313	3119
857	5547	2366	3181
858	5497	2193	3304
859	5294	2015	3279
860	5444	2241	3203
861	5598	2361	3237
862	5422	2174	3248
863	5273	2015	3258
864	5332	2192	3140
865	5631	2400	3231
866	5533	2254	3279
867	5319	2048	3271
868	5548	2213	3335
869	5825	2423	3402
870	5615	2277	3338
871	5389	2055	3334
872	5539	2203	3336
873	5646	2304	3342
874	5464	2158	3306
875	5466	2098	3368
876	5719	2276	3443
877	5837	2378	3459
878	5601	2197	3404
879	5449	2065	3384
880	5601	2272	3329
881	5764	2375	3389
882	5766	2259	3507
883	5553	2057	3496
884	5663	2274	3389
885	5775	2417	3358
886	5661	2185	3476
887	5570	2050	3520
888	5655	2152	3503
889	5813	2246	3567
890	5957	2316	3641
891	5727	2163	3564
892	5863	2285	3578
893	6005	2383	3622
894	5900	2217	3683
895	5838	2105	3733
896	5989	2267	3722
897	6065	2295	3770
898	6077	2244	3833
899	5807	2086	3721
900	5952	2261	3691
901	6037	2308	3729
902	5908	2185	3723
903	5890	2126	3764
904	6207	2394	3813
905	6195	2359	3836
906	5975	2196	3779
907	5775	2045	3730
908	6069	2319	3750
909	6222	2477	3745
910	5974	2189	3785
911	5824	1983	3841
912	6044	2174	3870
913	6172	2309	3863
914	6022	2166	3856
915	5858	2006	3852
916	6133	2232	3901
917	6354	2399	3955
918	6097	2176	3921
919	6066	2078	3988
920	6232	2253	3979
921	6337	2339	3998
922	6105	2146	3959
923	5897	1959	3938
924	6027	2106	3921
925	6291	2306	3985
926	6159	2138	4021
927	6043	2014	4029
928	6343	2251	4092
929	6474	2423	4051
930	6280	2203	4077
931	6138	2053	4085
932	6291	2252	4039
933	6587	2448	4139
934	6353	2220	4133
935	6068	1982	4086
936	6205	2177	4028
937	6432	2313	4119
938	6291	2104	4187
939	6651	2395	4256
940	6707	2479	4228
941	6851	2596	4255
942	6393	2206	4187
943	6060	1908	4152
944	6412	2213	4199
945	6687	2408	4279
946	6416	2194	4222
947	6369	2101	4268
948	6469	2264	4205
949	6587	2379	4208
950	6626	2338	4288
951	6418	2207	4211
952	6513	2303	4210
953	6588	2359	4229
954	6446	2210	4236
955	6540	2140	4400
956	6697	2335	4362
957	6941	2619	4322
958	6556	2238	4318
959	6354	2082	4272
960	6598	2326	4272
961	6656	2406	4250
962	6555	2281	4274
963	6665	2307	4358
964	7053	2615	4438
965	6826	2444	4382
966	6393	2087	4306
