index	original	background	difference
1039	4813	2218	2595
1040	4831	2339	2492
1041	4930	2440	2490
1042	4798	2241	2557
1043	4543	2065	2478
1044	4566	2094	2472
1045	4957	2420	2537
1046	4802	2280	2522
1047	4591	2060	2531
1048	4843	2320	2523
1049	5006	2457	2549
1050	4777	2253	2524
1051	4575	2133	2442
1052	4952	2474	2478
1053	4981	2467	2514
1054	5307	2739	2568
1055	4888	2347	2541
1056	4784	2236	2548
1057	4949	2416	2533
1058	4787	2248	2539
1059	4582	2045	2537
1060	4860	2287	2573
1061	4953	2397	2556
1062	4752	2158	2594
1063	4749	2132	2617
1064	4818	2267	2551
1065	4904	2370	2534
1066	4749	2211	2538
1067	4636	2044	2592
1068	5012	2345	2667
1069	4996	2386	2610
1070	4952	2248	2704
1071	4822	2140	2682
1072	4856	2192	2664
1073	5092	2384	2708
1074	5005	2263	2742
1075	4691	2022	2669
1076	5014	2334	2680
1077	5093	2415	2678
1078	4908	2186	2722
1079	4887	2158	2729
1080	5069	2417	2652
1081	5084	2383	2701
1082	5028	2225	2803
1083	4884	2064	2820
1084	5050	2238	2812
1085	5036	2251	2785
1086	4915	2166	2749
1087	4813	2074	2739
1088	4973	2271	2702
1089	5137	2372	2765
1090	4987	2176	2811
1091	4943	2166	2777
1092	5236	2376	2860
1093	5267	2412	2855
1094	5031	2178	2853
1095	4853	2024	2829
1096	5049	2213	2836
1097	5234	2393	2841
1098	5042	2238	2804
1099	4853	2034	2819
1100	4978	2121	2857
1101	5231	2381	2850
1102	5114	2219	2895
1103	4939	2093	2846
1104	5145	2275	2870
1105	5202	2306	2896
1106	5027	2126	2901
1107	4963	2045	2918
1108	5087	2218	2869
1109	5169	2274	2895
1110	5018	2117	2901
1111	5199	2210	2989
1112	5349	2375	2974
1113	5477	2419	3058
1114	5209	2188	3021
1115	4967	2008	2959
1116	5087	2148	2939
1117	5234	2279	2955
1118	5230	2255	2975
1119	5174	2114	3060
1120	5319	2211	3108
1121	5372	2272	3100
1122	5326	2241	3085
1123	5383	2161	3222
1124	5661	2421	3240
1125	5665	2422	3243
1126	5307	2134	3173
1127	5220	2017	3203
1128	5365	2213	3152
1129	5369	2265	3104
1130	5234	2083	3151
1131	5242	2030	3212
1132	5457	2202	3255
1133	5602	2350	3252
1134	5353	2147	3206
1135	5267	2014	3253
1136	5649	2348	3301
1137	5693	2436	3257
1138	5479	2194	3285
1139	5363	2072	3291
1140	5567	2286	3281
1141	5662	2313	3349
1142	5589	2208	3381
1143	5619	2236	3383
1144	5669	2341	3328
1145	5665	2322	3343
1146	5562	2219	3343
1147	5432	2066	3366
1148	5576	2198	3378
1149	5672	2295	3377
1150	5477	2112	3365
1151	5714	2229	3485
1152	5733	2258	3475
1153	5788	2297	3491
1154	5661	2198	3463
1155	5589	2114	3475
1156	5863	2273	3590
1157	6152	2557	3595
1158	5803	2252	3551
1159	5599	2035	3564
1160	5916	2354	3562
1161	5997	2420	3577
1162	5798	2175	3623
1163	5721	2094	3627
1164	5814	2237	3577
1165	5926	2392	3534
1166	5851	2229	3622
1167	5771	2091	3680
1168	6083	2368	3715
1169	6154	2397	3757
1170	5794	2122	3672
1171	6018	2291	3727
1172	6297	2526	3771
1173	6229	2493	3736
1174	5965	2218	3747
1175	5778	2044	3734
1176	5976	2264	3712
1177	6131	2330	3801
1178	5883	2166	3717
1179	5736	1969	3767
1180	5980	2129	3851
1181	6144	2350	3794
1182	6044	2175	3869
1183	5915	2031	3884
1184	6112	2261	3851
1185	6169	2301	3868
1186	6053	2165	3888
1187	5862	2025	3837
1188	6065	2117	3948
1189	6242	2300	3942
1190	6118	2216	3902
1191	5977	2052	3925
1192	6267	2265	4002
1193	6350	2345	4005
1194	6097	2102	3995
1195	6021	1992	4029
1196	6156	2174	3982
1197	6357	2347	4010
1198	6210	2164	4046
1199	6248	2134	4114
1200	6599	2452	4147
1201	6691	2518	4173
1202	6319	2153	4166
1203	6270	2086	4184
1204	6543	2336	4207
1205	6756	2526	4230
1206	6513	2241	4272
1207	6251	2053	4198
1208	6326	2160	4166
1209	6504	2290	4214
1210	6448	2208	4240
1211	6425	2122	4303
1212	6529	2253	4276
1213	6644	2360	4284
1214	6427	2188	4239
1215	6304	2069	4235
1216	6341	2219	4122
1217	6521	2355	4166
1218	6437	2218	4219
1219	6342	2091	4251
1220	6616	2283	4333
1221	6786	2369	4417
1222	6544	2212	4332
1223	6384	2069	4315
1224	6673	2226	4447
1225	6728	2297	4431
1226	6479	2102	4377
1227	6390	1948	4442
1228	6824	2346	4478
1229	6884	2439	4445
1230	6628	2197	4431
1231	6507	2083	4424
1232	6805	2292	4513
1233	6815	2317	4498
1234	6692	2155	4537
1235	6554	2086	4468
1236	6830	2326	4504
1237	6940	2387	4553
1238	6720	2157	4563
1239	6533	1943	4590
1240	6902	2227	4675
1241	7085	2458	4627
1242	6764	2173	4591
1243	6591	2019	4572
1244	6858	2252	4606
